customer_id,business_line,region,competition_index,tenure_months,contract_type,payment_method,tech_type,n_products,has_mobile,has_broadband,has_iptv,has_pbx,days_to_contract_end
RT-015831,broadband,Volga,0.729,33,annual,auto,fiber,1,False,True,False,False,105
RT-015832,mobile,Siberia,0.306,15,annual,invoice,n/a,2,True,False,False,False,280
RT-015833,fixed_voice,Saint-Petersburg,0.587,25,monthly,auto,xdsl,4,True,False,False,False,30
RT-015834,broadband,North-Caucasus,0.701,22,annual,auto,fiber,3,True,True,False,False,70
RT-015835,mobile,Central,0.725,40,annual,card,n/a,2,True,True,False,False,260
RT-015836,broadband,Moscow,0.565,16,two_year,card,fiber,1,False,True,False,False,250
RT-015837,mobile,Siberia,0.38,30,annual,auto,n/a,2,True,False,False,False,195
RT-015838,iptv,North-Caucasus,0.259,37,annual,auto,n/a,1,False,False,True,False,350
RT-015839,fixed_voice,Volga,0.794,45,two_year,card,copper,2,False,True,False,False,110
RT-015840,broadband,Saint-Petersburg,0.716,30,two_year,auto,fiber,3,False,True,False,False,560
RT-015841,mobile,Saint-Petersburg,0.794,14,monthly,card,n/a,2,True,False,False,False,30
RT-015842,broadband,Central,0.491,11,monthly,card,fiber,1,False,True,False,False,30
RT-015843,mobile,Southern,0.502,16,annual,auto,n/a,2,True,True,False,False,250
RT-015844,mobile,Urals,0.116,7,annual,card,n/a,2,True,False,False,False,155
RT-015845,fixed_voice,Urals,0.596,26,monthly,auto,fiber,1,False,False,False,False,30
RT-015846,mobile,Siberia,0.653,29,two_year,card,n/a,2,True,False,False,False,590
RT-015847,mobile,Central,0.342,5,annual,invoice,n/a,1,True,False,False,False,215
RT-015848,mobile,Saint-Petersburg,0.227,28,monthly,card,n/a,4,True,False,False,True,30
RT-015849,fixed_voice,North-Caucasus,0.713,10,monthly,auto,xdsl,2,False,True,False,False,30
RT-015850,fixed_voice,Saint-Petersburg,0.355,26,annual,auto,copper,1,False,False,False,False,315
RT-015851,mobile,Southern,0.162,13,monthly,card,n/a,3,True,True,True,False,30
RT-015852,mobile,Central,0.261,22,monthly,card,n/a,2,True,False,False,False,30
RT-015853,iptv,Siberia,0.438,14,annual,invoice,n/a,4,True,False,True,False,310
RT-015854,mobile,North-West,0.896,57,monthly,auto,n/a,2,True,False,False,False,30
RT-015855,fixed_voice,Saint-Petersburg,0.338,23,monthly,card,fiber,2,False,True,False,False,30
RT-015856,iptv,North-West,0.545,43,monthly,auto,n/a,3,False,True,True,False,30
RT-015857,broadband,Saint-Petersburg,0.293,34,monthly,card,fiber,3,True,True,False,False,30
RT-015858,mobile,Saint-Petersburg,0.125,75,monthly,card,n/a,4,True,False,False,False,30
RT-015859,broadband,Volga,0.721,43,monthly,auto,fiber,4,True,True,False,True,30
RT-015860,fixed_voice,North-Caucasus,0.786,18,monthly,invoice,fiber,2,False,True,False,False,30
RT-015861,mobile,Central,0.9,29,two_year,card,n/a,4,True,True,True,True,590
RT-015862,iptv,Siberia,0.51,19,monthly,auto,n/a,1,False,False,True,False,30
RT-015863,mobile,Southern,0.805,7,monthly,auto,n/a,2,True,False,False,False,30
RT-015864,fixed_voice,North-Caucasus,0.184,38,annual,auto,xdsl,3,False,True,True,False,320
RT-015865,broadband,Southern,0.262,27,monthly,card,fiber,4,False,True,False,False,30
RT-015866,mobile,Saint-Petersburg,0.569,23,monthly,auto,n/a,1,True,False,False,False,30
RT-015867,mobile,Volga,0.43,36,monthly,card,n/a,4,True,False,False,False,30
RT-015868,mobile,Moscow,0.447,32,monthly,auto,n/a,4,True,False,False,False,30
RT-015869,mobile,Central,0.605,19,two_year,invoice,n/a,1,True,False,False,False,160
RT-015870,iptv,Southern,0.552,14,monthly,auto,n/a,1,False,False,True,False,30
RT-015871,mobile,North-Caucasus,0.275,28,monthly,invoice,n/a,4,True,False,False,False,30
RT-015872,fixed_voice,Urals,0.778,24,monthly,invoice,fiber,1,False,False,False,False,30
RT-015873,mobile,North-West,0.446,14,monthly,auto,n/a,3,True,True,True,False,30
RT-015874,broadband,Urals,0.7,53,monthly,auto,copper,1,False,True,False,False,30
RT-015875,fixed_voice,Central,0.32,17,two_year,invoice,fiber,2,False,False,False,False,220
RT-015876,broadband,Moscow,0.516,46,monthly,auto,fiber,2,False,True,False,False,30
RT-015877,iptv,Siberia,0.113,19,monthly,card,n/a,3,True,True,True,False,30
RT-015878,fixed_voice,Far-East,0.678,38,monthly,invoice,fiber,3,True,True,False,False,30
RT-015879,broadband,Urals,0.764,35,two_year,card,fiber,2,False,True,False,False,410
RT-015880,broadband,Volga,0.204,72,monthly,invoice,xdsl,3,True,True,False,False,30
RT-015881,mobile,Volga,0.251,19,monthly,invoice,n/a,3,True,True,False,False,30
RT-015882,mobile,North-West,0.606,20,annual,card,n/a,3,True,False,False,False,130
RT-015883,mobile,North-Caucasus,0.622,36,monthly,card,n/a,4,True,True,False,False,30
RT-015884,iptv,Southern,0.88,9,monthly,card,n/a,1,False,False,True,False,30
RT-015885,broadband,Far-East,0.781,29,annual,card,xdsl,3,True,True,False,False,225
RT-015886,broadband,Moscow,0.82,6,monthly,card,fiber,3,True,True,False,False,30
RT-015887,fixed_voice,North-West,0.53,48,monthly,auto,xdsl,1,False,False,False,False,30
RT-015888,mobile,Central,0.11,21,annual,invoice,n/a,3,True,False,False,False,100
RT-015889,fixed_voice,Saint-Petersburg,0.721,40,annual,auto,fiber,1,False,False,False,False,260
RT-015890,mobile,North-Caucasus,0.823,97,two_year,auto,n/a,3,True,False,False,False,10
RT-015891,mobile,Moscow,0.314,8,annual,card,n/a,3,True,False,False,False,125
RT-015892,broadband,Southern,0.494,12,monthly,card,fiber,4,True,True,False,True,30
RT-015893,mobile,Central,0.28,75,annual,auto,n/a,3,True,True,True,False,305
RT-015894,broadband,Moscow,0.488,14,monthly,auto,fiber,2,False,True,False,False,30
RT-015895,broadband,North-Caucasus,0.468,8,two_year,auto,fiber,4,False,True,False,True,490
RT-015896,iptv,Central,0.266,52,monthly,invoice,n/a,2,False,True,True,False,30
RT-015897,mobile,North-West,0.762,12,annual,card,n/a,1,True,False,False,False,5
RT-015898,mobile,Saint-Petersburg,0.627,24,two_year,card,n/a,4,True,False,False,False,10
RT-015899,mobile,Urals,0.811,15,monthly,invoice,n/a,1,True,False,False,False,30
RT-015900,mobile,North-Caucasus,0.21,22,annual,card,n/a,2,True,True,False,False,70
RT-015901,mobile,North-West,0.561,33,annual,card,n/a,3,True,True,True,False,105
RT-015902,mobile,Far-East,0.459,50,annual,invoice,n/a,3,True,True,True,False,325
RT-015903,iptv,Volga,0.25,27,monthly,auto,n/a,1,False,False,True,False,30
RT-015904,fixed_voice,Southern,0.594,20,two_year,invoice,fiber,1,False,False,False,False,130
RT-015905,iptv,Far-East,0.346,25,monthly,card,n/a,2,False,False,True,False,30
RT-015906,mobile,North-Caucasus,0.396,14,monthly,auto,n/a,4,True,True,True,False,30
RT-015907,broadband,Urals,0.881,23,monthly,invoice,fiber,3,True,True,True,False,30
RT-015908,mobile,North-West,0.716,5,monthly,invoice,n/a,1,True,False,False,False,30
RT-015909,mobile,Volga,0.845,35,monthly,card,n/a,3,True,True,True,False,30
RT-015910,mobile,Far-East,0.279,11,monthly,card,n/a,1,True,False,False,False,30
RT-015911,fixed_voice,North-West,0.663,63,annual,card,copper,2,False,True,False,False,300
RT-015912,broadband,Volga,0.326,42,monthly,card,fiber,2,False,True,False,False,30
RT-015913,mobile,Siberia,0.369,24,two_year,card,n/a,3,True,False,True,False,10
RT-015914,broadband,Far-East,0.309,39,monthly,invoice,copper,3,False,True,False,False,30
RT-015915,fixed_voice,Volga,0.952,44,monthly,auto,fiber,1,False,False,False,False,30
RT-015916,mobile,North-Caucasus,0.553,7,annual,invoice,n/a,1,True,False,False,False,155
RT-015917,iptv,Far-East,0.744,10,monthly,card,n/a,1,False,False,True,False,30
RT-015918,mobile,Volga,0.741,33,monthly,card,n/a,1,True,False,False,False,30
RT-015919,mobile,Central,0.479,7,annual,invoice,n/a,1,True,False,False,False,155
RT-015920,iptv,Saint-Petersburg,0.791,35,annual,card,n/a,2,False,True,True,False,45
RT-015921,mobile,Saint-Petersburg,0.511,11,annual,auto,n/a,3,True,True,False,False,35
RT-015922,broadband,Saint-Petersburg,0.837,99,monthly,invoice,xdsl,3,True,True,True,False,30
RT-015923,mobile,Moscow,0.559,41,monthly,card,n/a,4,True,False,True,False,30
RT-015924,broadband,Central,0.031,30,monthly,card,xdsl,4,True,True,True,False,30
RT-015925,broadband,North-Caucasus,0.296,12,monthly,card,xdsl,3,False,True,False,False,30
RT-015926,iptv,Central,0.113,20,monthly,invoice,n/a,2,False,False,True,False,30
RT-015927,iptv,North-West,0.358,23,monthly,card,n/a,3,False,False,True,False,30
RT-015928,broadband,North-West,0.225,26,annual,invoice,fiber,2,False,True,False,False,315
RT-015929,mobile,Southern,0.641,65,monthly,auto,n/a,2,True,True,False,False,30
RT-015930,mobile,Southern,0.656,38,annual,auto,n/a,3,True,False,True,False,320
RT-015931,broadband,Southern,0.422,47,two_year,invoice,fiber,3,True,True,False,False,50
RT-015932,mobile,Moscow,0.526,40,two_year,card,n/a,4,True,False,False,False,260
RT-015933,mobile,North-West,0.149,49,monthly,auto,n/a,4,True,True,False,False,30
RT-015934,fixed_voice,North-Caucasus,0.392,8,two_year,invoice,xdsl,4,True,False,True,True,490
RT-015935,mobile,North-Caucasus,0.805,48,annual,auto,n/a,1,True,False,False,False,20
RT-015936,mobile,Moscow,0.505,25,monthly,auto,n/a,2,True,False,False,False,30
RT-015937,iptv,Urals,0.405,29,annual,card,n/a,3,True,False,True,False,225
RT-015938,broadband,Saint-Petersburg,0.527,42,annual,auto,fiber,2,False,True,False,False,200
RT-015939,broadband,Southern,0.411,3,annual,auto,fiber,1,False,True,False,False,275
RT-015940,mobile,Moscow,0.314,17,monthly,card,n/a,4,True,True,True,True,30
RT-015941,mobile,Siberia,0.557,4,monthly,card,n/a,2,True,False,False,False,30
RT-015942,broadband,North-Caucasus,0.352,24,monthly,card,copper,3,False,True,True,False,30
RT-015943,mobile,Saint-Petersburg,0.082,51,monthly,auto,n/a,3,True,True,True,False,30
RT-015944,broadband,Volga,0.493,85,annual,auto,fiber,3,False,True,False,False,5
RT-015945,mobile,Saint-Petersburg,0.52,3,monthly,card,n/a,3,True,False,False,False,30
RT-015946,mobile,Saint-Petersburg,0.585,14,monthly,card,n/a,4,True,False,False,False,30
RT-015947,mobile,Siberia,0.99,66,annual,invoice,n/a,4,True,False,False,False,210
RT-015948,mobile,Saint-Petersburg,0.281,120,monthly,card,n/a,1,True,False,False,False,30
RT-015949,mobile,Saint-Petersburg,0.61,45,monthly,auto,n/a,2,True,True,False,False,30
RT-015950,broadband,North-West,0.75,37,monthly,invoice,xdsl,2,False,True,False,False,30
RT-015951,broadband,North-West,0.788,15,monthly,auto,fiber,4,True,True,False,False,30
RT-015952,mobile,North-Caucasus,0.033,25,two_year,auto,n/a,3,True,True,False,False,710
RT-015953,broadband,North-West,0.223,17,two_year,card,fiber,1,False,True,False,False,220
RT-015954,mobile,Southern,0.351,48,annual,card,n/a,3,True,True,False,False,20
RT-015955,mobile,Saint-Petersburg,0.42,5,monthly,invoice,n/a,3,True,False,True,False,30
RT-015956,iptv,North-West,0.447,47,annual,card,n/a,1,False,False,True,False,50
RT-015957,broadband,Central,0.922,15,monthly,auto,fiber,2,False,True,False,False,30
RT-015958,broadband,North-West,0.566,60,monthly,card,fiber,3,False,True,False,False,30
RT-015959,mobile,North-West,0.72,16,monthly,auto,n/a,3,True,True,False,False,30
RT-015960,mobile,Saint-Petersburg,0.221,1,monthly,auto,n/a,2,True,False,False,False,30
RT-015961,broadband,Southern,0.614,93,annual,auto,copper,3,False,True,True,False,130
RT-015962,broadband,Southern,0.184,34,two_year,card,fiber,1,False,True,False,False,440
RT-015963,broadband,Southern,0.335,81,monthly,auto,xdsl,4,False,True,True,False,30
RT-015964,fixed_voice,Volga,0.405,20,annual,card,fiber,1,False,False,False,False,130
RT-015965,mobile,Southern,0.549,15,annual,card,n/a,1,True,False,False,False,280
RT-015966,iptv,Siberia,0.474,18,monthly,auto,n/a,1,False,False,True,False,30
RT-015967,broadband,Central,0.643,12,monthly,auto,fiber,1,False,True,False,False,30
RT-015968,mobile,Saint-Petersburg,0.357,3,monthly,auto,n/a,3,True,True,True,False,30
RT-015969,mobile,Urals,0.138,20,annual,auto,n/a,2,True,True,False,False,130
RT-015970,broadband,Saint-Petersburg,0.489,20,monthly,auto,xdsl,1,False,True,False,False,30
RT-015971,mobile,North-West,0.481,28,monthly,auto,n/a,3,True,False,False,False,30
RT-015972,broadband,Southern,0.606,12,annual,auto,copper,4,False,True,False,False,5
RT-015973,broadband,Southern,0.382,4,annual,card,fiber,2,False,True,False,False,245
RT-015974,mobile,Siberia,0.115,18,two_year,card,n/a,3,True,True,True,False,190
RT-015975,mobile,Volga,0.272,14,annual,card,n/a,1,True,False,False,False,310
RT-015976,broadband,Volga,0.513,34,two_year,auto,copper,1,False,True,False,False,440
RT-015977,mobile,Moscow,0.599,6,annual,auto,n/a,1,True,False,False,False,185
RT-015978,iptv,Siberia,0.546,89,annual,card,n/a,1,False,False,True,False,250
RT-015979,mobile,Central,0.696,66,monthly,auto,n/a,3,True,False,False,False,30
RT-015980,fixed_voice,Far-East,0.441,15,annual,card,fiber,3,True,False,True,False,280
RT-015981,mobile,Urals,0.594,19,two_year,auto,n/a,2,True,False,False,False,160
RT-015982,mobile,North-Caucasus,0.995,27,monthly,auto,n/a,3,True,False,False,False,30
RT-015983,broadband,Far-East,0.533,19,monthly,auto,fiber,2,False,True,False,False,30
RT-015984,mobile,North-West,0.701,14,monthly,card,n/a,2,True,True,False,False,30
RT-015985,mobile,North-West,0.549,38,monthly,invoice,n/a,3,True,True,False,False,30
RT-015986,mobile,North-Caucasus,0.475,19,two_year,auto,n/a,2,True,True,False,False,160
RT-015987,broadband,Far-East,0.199,24,annual,auto,fiber,4,False,True,True,True,10
RT-015988,broadband,Siberia,0.374,5,two_year,auto,fiber,3,False,True,False,False,580
RT-015989,mobile,North-Caucasus,0.131,26,annual,auto,n/a,4,True,True,True,False,315
RT-015990,mobile,Urals,0.297,21,monthly,auto,n/a,2,True,False,False,False,30
RT-015991,mobile,Moscow,0.437,20,annual,auto,n/a,3,True,True,False,False,130
RT-015992,fixed_voice,Southern,0.89,33,two_year,card,fiber,3,True,True,True,False,470
RT-015993,mobile,North-West,0.807,70,two_year,auto,n/a,4,True,True,False,False,90
RT-015994,broadband,Moscow,0.048,14,monthly,auto,fiber,3,True,True,True,False,30
RT-015995,mobile,Southern,0.601,16,annual,auto,n/a,1,True,False,False,False,250
RT-015996,broadband,Southern,0.07,66,two_year,auto,copper,4,False,True,False,False,210
RT-015997,fixed_voice,Siberia,0.556,21,annual,card,fiber,4,True,False,False,False,100
RT-015998,mobile,Siberia,0.896,11,monthly,card,n/a,4,True,True,False,True,30
RT-015999,broadband,North-West,0.324,10,annual,invoice,xdsl,2,False,True,False,False,65
RT-016000,mobile,North-Caucasus,0.501,15,monthly,auto,n/a,2,True,True,False,False,30
RT-016001,broadband,Volga,0.715,19,monthly,card,fiber,3,True,True,False,False,30
RT-016002,mobile,Volga,0.41,28,monthly,card,n/a,3,True,True,False,False,30
RT-016003,mobile,Saint-Petersburg,0.528,14,monthly,auto,n/a,2,True,False,False,False,30
RT-016004,mobile,North-Caucasus,0.363,6,monthly,invoice,n/a,2,True,False,False,False,30
RT-016005,mobile,North-West,0.503,42,annual,card,n/a,3,True,False,True,False,200
RT-016006,fixed_voice,Saint-Petersburg,0.418,44,monthly,auto,fiber,1,False,False,False,False,30
RT-016007,broadband,Far-East,0.373,16,annual,card,fiber,3,True,True,False,False,250
RT-016008,mobile,North-Caucasus,0.075,47,monthly,invoice,n/a,2,True,True,False,False,30
RT-016009,mobile,Central,0.862,32,two_year,auto,n/a,4,True,True,False,True,500
RT-016010,broadband,Southern,0.126,15,annual,auto,copper,1,False,True,False,False,280
RT-016011,mobile,North-Caucasus,0.443,19,annual,auto,n/a,2,True,False,False,False,160
RT-016012,mobile,Urals,0.114,31,annual,card,n/a,2,True,False,False,False,165
RT-016013,broadband,Volga,0.372,55,monthly,auto,xdsl,3,False,True,False,False,30
RT-016014,mobile,Southern,0.188,8,annual,card,n/a,3,True,True,False,False,125
RT-016015,mobile,Saint-Petersburg,0.567,15,two_year,card,n/a,3,True,False,False,False,280
RT-016016,mobile,North-Caucasus,0.217,9,monthly,card,n/a,1,True,False,False,False,30
RT-016017,mobile,Southern,0.593,61,annual,card,n/a,1,True,False,False,False,360
RT-016018,broadband,Moscow,0.088,22,annual,auto,fiber,2,False,True,False,False,70
RT-016019,broadband,North-West,0.317,34,two_year,card,fiber,3,True,True,False,False,440
RT-016020,fixed_voice,Volga,0.654,77,annual,card,copper,1,False,False,False,False,245
RT-016021,mobile,North-Caucasus,0.549,20,two_year,auto,n/a,3,True,False,False,False,130
RT-016022,broadband,Far-East,0.854,36,monthly,invoice,fiber,2,False,True,False,False,30
RT-016023,fixed_voice,North-West,0.545,38,monthly,auto,fiber,3,True,True,False,False,30
RT-016024,broadband,Saint-Petersburg,0.891,25,monthly,card,fiber,3,True,True,False,False,30
RT-016025,fixed_voice,Moscow,0.459,77,two_year,card,copper,3,False,False,False,False,610
RT-016026,fixed_voice,Southern,0.749,45,annual,card,fiber,1,False,False,False,False,110
RT-016027,iptv,Volga,0.507,18,monthly,auto,n/a,1,False,False,True,False,30
RT-016028,fixed_voice,Southern,0.61,7,monthly,invoice,fiber,4,False,True,False,False,30
RT-016029,broadband,Central,0.082,60,monthly,card,xdsl,1,False,True,False,False,30
RT-016030,mobile,Far-East,0.484,77,monthly,card,n/a,2,True,False,False,False,30
RT-016031,iptv,Southern,0.29,16,monthly,auto,n/a,2,False,False,True,False,30
RT-016032,iptv,North-Caucasus,0.335,37,monthly,invoice,n/a,1,False,False,True,False,30
RT-016033,mobile,Central,0.365,11,monthly,card,n/a,1,True,False,False,False,30
RT-016034,mobile,Central,0.203,49,monthly,card,n/a,4,True,True,False,False,30
RT-016035,mobile,Southern,0.562,27,monthly,invoice,n/a,2,True,True,False,False,30
RT-016036,iptv,Urals,0.324,55,two_year,card,n/a,2,False,False,True,False,540
RT-016037,mobile,Central,0.759,61,monthly,card,n/a,1,True,False,False,False,30
RT-016038,mobile,Southern,0.148,25,annual,card,n/a,3,True,False,False,False,345
RT-016039,mobile,Southern,0.693,23,annual,auto,n/a,3,True,False,False,False,40
RT-016040,mobile,Urals,0.509,42,annual,card,n/a,3,True,True,False,False,200
RT-016041,fixed_voice,Urals,0.304,19,monthly,auto,copper,1,False,False,False,False,30
RT-016042,mobile,Central,0.484,33,monthly,card,n/a,3,True,False,False,False,30
RT-016043,mobile,Saint-Petersburg,0.234,13,two_year,auto,n/a,2,True,False,False,False,340
RT-016044,mobile,Central,0.593,21,monthly,auto,n/a,2,True,False,False,False,30
RT-016045,broadband,Saint-Petersburg,0.263,7,monthly,card,fiber,2,False,True,False,False,30
RT-016046,broadband,Southern,0.392,27,two_year,invoice,xdsl,2,False,True,False,False,650
RT-016047,mobile,Southern,0.851,29,monthly,invoice,n/a,1,True,False,False,False,30
RT-016048,mobile,Moscow,0.528,30,monthly,card,n/a,3,True,False,False,False,30
RT-016049,iptv,Far-East,0.421,48,annual,card,n/a,1,False,False,True,False,20
RT-016050,broadband,Siberia,0.814,51,annual,card,fiber,4,True,True,True,False,295
RT-016051,broadband,Volga,0.707,78,monthly,auto,fiber,4,True,True,True,True,30
RT-016052,mobile,Saint-Petersburg,0.338,46,annual,invoice,n/a,3,True,False,False,False,80
RT-016053,fixed_voice,Saint-Petersburg,0.295,24,monthly,auto,xdsl,2,False,True,False,False,30
RT-016054,broadband,North-Caucasus,0.865,14,annual,card,xdsl,3,True,True,True,False,310
RT-016055,mobile,Central,0.289,28,monthly,auto,n/a,1,True,False,False,False,30
RT-016056,fixed_voice,Far-East,0.88,31,two_year,card,fiber,3,False,False,True,False,530
RT-016057,iptv,Urals,0.485,48,monthly,auto,n/a,2,False,False,True,False,30
RT-016058,broadband,Urals,0.536,50,monthly,auto,fiber,3,False,True,True,False,30
RT-016059,broadband,Far-East,0.699,68,annual,auto,xdsl,3,False,True,False,False,150
RT-016060,mobile,Far-East,0.691,29,monthly,card,n/a,3,True,False,False,False,30
RT-016061,mobile,Central,0.355,40,two_year,invoice,n/a,1,True,False,False,False,260
RT-016062,mobile,North-Caucasus,0.66,76,monthly,card,n/a,4,True,True,False,False,30
RT-016063,broadband,Saint-Petersburg,0.902,22,annual,invoice,fiber,2,False,True,False,False,70
RT-016064,mobile,Siberia,0.725,30,two_year,card,n/a,4,True,True,False,False,560
RT-016065,mobile,North-West,0.242,52,monthly,auto,n/a,1,True,False,False,False,30
RT-016066,fixed_voice,Urals,0.487,11,annual,card,fiber,3,False,True,False,False,35
RT-016067,mobile,Far-East,0.282,17,two_year,card,n/a,4,True,True,False,False,220
RT-016068,iptv,Volga,0.397,31,annual,auto,n/a,1,False,False,True,False,165
RT-016069,mobile,Moscow,0.251,35,monthly,auto,n/a,2,True,False,False,False,30
RT-016070,mobile,Far-East,0.546,46,monthly,auto,n/a,3,True,True,False,False,30
RT-016071,mobile,Saint-Petersburg,0.739,7,monthly,auto,n/a,4,True,False,True,False,30
RT-016072,mobile,Siberia,0.27,36,monthly,invoice,n/a,3,True,False,True,False,30
RT-016073,mobile,Volga,0.318,22,monthly,auto,n/a,3,True,True,False,False,30
RT-016074,mobile,Volga,0.767,37,monthly,auto,n/a,2,True,False,False,False,30
RT-016075,broadband,Central,0.677,5,annual,auto,xdsl,2,False,True,False,False,215
RT-016076,mobile,Southern,0.167,37,annual,card,n/a,1,True,False,False,False,350
RT-016077,mobile,Saint-Petersburg,0.607,34,two_year,invoice,n/a,2,True,False,False,False,440
RT-016078,mobile,Central,0.661,20,monthly,auto,n/a,2,True,True,False,False,30
RT-016079,mobile,Volga,0.472,45,two_year,invoice,n/a,3,True,True,False,False,110
RT-016080,mobile,Siberia,0.406,9,two_year,card,n/a,3,True,False,False,False,460
RT-016081,mobile,Southern,0.436,49,monthly,card,n/a,2,True,False,False,False,30
RT-016082,broadband,Far-East,0.267,27,monthly,card,fiber,2,False,True,False,False,30
RT-016083,broadband,Central,0.345,11,annual,auto,fiber,3,True,True,True,False,35
RT-016084,iptv,Moscow,0.524,81,annual,auto,n/a,1,False,False,True,False,125
RT-016085,broadband,North-West,0.622,16,monthly,auto,fiber,2,False,True,False,False,30
RT-016086,mobile,Saint-Petersburg,0.041,13,monthly,auto,n/a,4,True,True,True,False,30
RT-016087,mobile,Southern,0.22,14,monthly,auto,n/a,1,True,False,False,False,30
RT-016088,mobile,North-Caucasus,0.422,32,annual,card,n/a,2,True,True,False,False,135
RT-016089,broadband,Volga,0.472,66,monthly,auto,fiber,3,True,True,False,False,30
RT-016090,mobile,Saint-Petersburg,0.76,9,monthly,card,n/a,2,True,True,False,False,30
RT-016091,mobile,Southern,0.111,6,annual,auto,n/a,1,True,False,False,False,185
RT-016092,fixed_voice,Siberia,0.494,61,two_year,auto,fiber,2,False,True,False,False,360
RT-016093,mobile,Far-East,0.345,8,monthly,invoice,n/a,4,True,False,True,False,30
RT-016094,mobile,Volga,0.334,56,annual,invoice,n/a,4,True,True,True,True,145
RT-016095,fixed_voice,Volga,0.438,68,annual,card,xdsl,2,False,False,False,False,150
RT-016096,mobile,Southern,0.189,37,annual,card,n/a,2,True,True,False,False,350
RT-016097,mobile,Central,0.391,13,monthly,card,n/a,2,True,True,False,False,30
RT-016098,mobile,Saint-Petersburg,0.775,47,two_year,auto,n/a,2,True,True,False,False,50
RT-016099,mobile,Siberia,0.431,52,monthly,card,n/a,2,True,False,False,False,30
RT-016100,fixed_voice,Saint-Petersburg,0.794,36,monthly,auto,copper,1,False,False,False,False,30
RT-016101,broadband,Urals,0.561,21,monthly,card,xdsl,3,False,True,False,False,30
RT-016102,mobile,Southern,0.281,75,annual,auto,n/a,1,True,False,False,False,305
RT-016103,mobile,Volga,0.218,58,monthly,auto,n/a,1,True,False,False,False,30
RT-016104,mobile,North-West,0.273,45,annual,auto,n/a,2,True,False,False,False,110
RT-016105,broadband,North-Caucasus,0.53,96,monthly,card,xdsl,3,False,True,True,False,30
RT-016106,mobile,Siberia,0.838,15,monthly,invoice,n/a,3,True,False,True,False,30
RT-016107,mobile,Saint-Petersburg,0.455,37,two_year,card,n/a,4,True,False,False,False,350
RT-016108,broadband,North-Caucasus,0.4,26,monthly,auto,fiber,3,False,True,False,False,30
RT-016109,iptv,Saint-Petersburg,0.821,14,monthly,card,n/a,1,False,False,True,False,30
RT-016110,iptv,Far-East,0.349,6,monthly,auto,n/a,2,False,False,True,False,30
RT-016111,iptv,Volga,0.91,19,monthly,card,n/a,2,False,False,True,False,30
RT-016112,mobile,Volga,0.639,9,annual,auto,n/a,2,True,True,False,False,95
RT-016113,broadband,Southern,0.561,29,annual,auto,xdsl,1,False,True,False,False,225
RT-016114,fixed_voice,Volga,0.532,66,two_year,invoice,fiber,1,False,False,False,False,210
RT-016115,mobile,Saint-Petersburg,0.539,21,two_year,auto,n/a,2,True,True,False,False,100
RT-016116,mobile,Saint-Petersburg,0.598,37,annual,auto,n/a,2,True,False,False,False,350
RT-016117,mobile,Siberia,0.412,68,annual,auto,n/a,1,True,False,False,False,150
RT-016118,fixed_voice,Urals,0.532,30,annual,card,xdsl,1,False,False,False,False,195
RT-016119,fixed_voice,North-West,0.274,10,annual,auto,xdsl,2,False,True,False,False,65
RT-016120,iptv,Volga,0.676,24,monthly,card,n/a,2,False,False,True,False,30
RT-016121,mobile,North-West,0.468,23,monthly,card,n/a,3,True,False,False,False,30
RT-016122,fixed_voice,Far-East,0.557,27,monthly,invoice,fiber,1,False,False,False,False,30
RT-016123,mobile,Moscow,0.626,9,monthly,auto,n/a,3,True,False,False,False,30
RT-016124,mobile,Urals,0.872,13,annual,auto,n/a,1,True,False,False,False,340
RT-016125,broadband,North-West,0.825,28,monthly,auto,copper,3,True,True,False,False,30
RT-016126,broadband,Saint-Petersburg,0.388,22,monthly,card,xdsl,4,False,True,False,True,30
RT-016127,iptv,Saint-Petersburg,0.894,34,monthly,card,n/a,2,False,False,True,False,30
RT-016128,mobile,Volga,0.585,17,annual,card,n/a,2,True,False,False,False,220
RT-016129,mobile,Saint-Petersburg,0.554,22,two_year,auto,n/a,2,True,False,False,False,70
RT-016130,mobile,Urals,0.509,23,monthly,auto,n/a,3,True,False,False,False,30
RT-016131,mobile,North-West,0.59,64,two_year,card,n/a,3,True,True,False,False,270
RT-016132,iptv,Far-East,0.769,23,annual,card,n/a,2,False,False,True,False,40
RT-016133,mobile,Saint-Petersburg,0.331,8,two_year,invoice,n/a,4,True,False,True,False,490
RT-016134,mobile,North-West,0.493,7,monthly,auto,n/a,3,True,False,False,False,30
RT-016135,mobile,North-West,0.406,63,monthly,auto,n/a,1,True,False,False,False,30
RT-016136,broadband,Urals,0.178,23,two_year,invoice,xdsl,2,False,True,False,False,40
RT-016137,iptv,Central,0.681,14,monthly,auto,n/a,1,False,False,True,False,30
RT-016138,mobile,Saint-Petersburg,0.926,10,two_year,card,n/a,4,True,False,True,False,430
RT-016139,mobile,Volga,0.715,17,monthly,auto,n/a,1,True,False,False,False,30
RT-016140,fixed_voice,North-Caucasus,0.795,37,monthly,auto,xdsl,4,False,True,True,True,30
RT-016141,broadband,Far-East,0.322,3,monthly,auto,fiber,1,False,True,False,False,30
RT-016142,mobile,Southern,0.247,52,monthly,auto,n/a,1,True,False,False,False,30
RT-016143,mobile,North-Caucasus,0.406,28,annual,invoice,n/a,3,True,True,False,False,255
